,Actual Outcome,prob_0,prob_1,predicted_TARGET
89,0,0.9753319,0.024668084,0
90,0,0.9320182,0.067981794,0
91,0,0.91127115,0.08872884,0
92,0,0.99486977,0.0051302155,0
93,0,0.97034943,0.02965059,0
94,0,0.93012285,0.06987713,0
95,0,0.95665383,0.043346193,0
96,0,0.9663188,0.03368119,0
97,0,0.94451976,0.05548026,0
98,0,0.92714536,0.07285465,0
99,0,0.92606527,0.07393475,0
100,0,0.93394685,0.06605316,0
101,0,0.9734455,0.026554532,0
102,0,0.8775166,0.1224834,0
103,0,0.9017574,0.09824258,0
104,0,0.9896036,0.01039645,0
105,0,0.9313822,0.06861781,0
106,0,0.84381914,0.15618087,0
107,0,0.92277604,0.07722395,0
108,0,0.8960549,0.10394508,0
109,0,0.98707426,0.01292574,0
110,0,0.9895741,0.010425946,0
111,0,0.92753595,0.07246407,0
112,0,0.8552046,0.14479545,0
113,0,0.9609195,0.039080504,0
114,0,0.9021397,0.097860284,0
115,0,0.95772934,0.04227065,0
116,0,0.9430881,0.05691191,0
117,0,0.8587871,0.14121288,0
118,0,0.9758819,0.02411814,0
119,0,0.9320956,0.067904435,0
120,0,0.948875,0.051124994,0
121,0,0.8793684,0.12063159,0
122,0,0.92479753,0.07520245,0
123,0,0.9896741,0.0103259105,0
124,0,0.99302375,0.0069762445,0
125,0,0.9208148,0.0791852,0
126,0,0.9425246,0.05747541,0
127,0,0.9452527,0.054747295,0
128,0,0.9048465,0.095153496,0
129,0,0.92310405,0.076895945,0
130,0,0.9616535,0.038346503,0
131,0,0.8787378,0.12126221,0
132,0,0.95253783,0.047462143,0
133,0,0.9198794,0.080120616,0
134,0,0.9799621,0.020037899,0
135,0,0.95821995,0.04178003,0
136,0,0.90813977,0.09186021,0
137,0,0.97010136,0.029898645,0
138,1,0.9082429,0.0917571,0
139,0,0.88148946,0.11851054,0
140,0,0.9522978,0.04770219,0
141,0,0.94726276,0.052737217,0
142,0,0.89638937,0.10361066,0
143,1,0.87702703,0.12297297,0
144,0,0.9606126,0.039387412,0
145,0,0.9273108,0.072689176,0
146,0,0.9289713,0.07102871,0
147,0,0.95332795,0.046672028,0
148,0,0.80876535,0.19123465,0
149,0,0.9781209,0.021879053,0
150,0,0.9893576,0.01064242,0
151,0,0.9770379,0.022962082,0
152,0,0.9970509,0.0029491126,0
153,0,0.9507204,0.04927954,0
154,0,0.93353534,0.06646467,0
155,0,0.9223032,0.07769677,0
156,0,0.7714272,0.22857277,0
157,0,0.9367962,0.06320378,0
158,0,0.9872443,0.012755686,0
159,0,0.85719573,0.14280427,0
160,0,0.942889,0.057110995,0
161,0,0.9494171,0.05058286,0
162,0,0.7190168,0.28098324,0
163,0,0.9628992,0.03710078,0
164,1,0.9418494,0.058150567,0
165,0,0.9656577,0.034342263,0
166,0,0.914989,0.08501098,0
167,0,0.95819896,0.04180104,0
168,0,0.94878733,0.0512127,0
169,0,0.9448246,0.055175435,0
170,0,0.95197064,0.04802936,0
171,0,0.8741192,0.1258808,0
172,1,0.9582039,0.041796114,0
173,0,0.95950097,0.04049901,0
174,0,0.965895,0.03410503,0
175,0,0.916015,0.08398498,0
176,0,0.90074784,0.099252164,0
177,1,0.8745318,0.12546818,0
178,0,0.9939124,0.006087577,0
179,0,0.97209954,0.027900485,0
180,0,0.94637835,0.05362168,0
181,0,0.9293301,0.0706699,0
182,0,0.9293442,0.070655815,0
183,0,0.9238857,0.0761143,0
184,0,0.96687174,0.03312823,0
185,0,0.95831287,0.04168712,0
186,1,0.97133565,0.028664323,0
187,0,0.9731111,0.02688892,0
188,0,0.89066875,0.109331235,0
189,0,0.9528408,0.04715922,0
190,0,0.95643425,0.043565728,0
191,1,0.9570001,0.042999916,0
192,0,0.9148517,0.08514825,0
193,0,0.9399631,0.06003689,0
194,0,0.92316777,0.07683221,0
195,0,0.9636498,0.036350206,0
196,0,0.94524205,0.054757956,0
197,0,0.9426402,0.05735981,0
198,0,0.89565146,0.104348525,0
199,0,0.9860494,0.013950606,0
200,0,0.78912574,0.21087424,0
201,0,0.9366572,0.06334283,0
202,0,0.852059,0.14794096,0
203,0,0.9471344,0.052865617,0
204,0,0.9192831,0.08071689,0
205,0,0.68080634,0.31919366,0
206,0,0.9596456,0.04035435,0
207,0,0.9579073,0.04209265,0
208,0,0.9654027,0.034597307,0
209,0,0.95283175,0.047168266,0
210,0,0.93494225,0.06505777,0
211,0,0.926265,0.07373501,0
212,0,0.9681512,0.031848773,0
213,0,0.8626552,0.13734479,0
214,1,0.93270755,0.06729248,0
215,0,0.87398595,0.12601405,0
216,0,0.9945562,0.0054438068,0
217,0,0.9394086,0.060591422,0
218,0,0.92624074,0.07375928,0
219,0,0.9101555,0.0898445,0
220,0,0.93174803,0.068251975,0
221,0,0.927842,0.07215799,0
222,0,0.8857798,0.11422018,0
223,0,0.9433347,0.05666533,0
224,0,0.7058569,0.2941431,0
225,0,0.78979945,0.21020053,0
226,0,0.9700945,0.029905522,0
227,0,0.9215668,0.07843319,0
228,0,0.98096496,0.019035032,0
229,0,0.958294,0.04170602,0
230,0,0.98642933,0.013570668,0
231,0,0.95397973,0.046020295,0
232,0,0.90927523,0.09072475,0
233,0,0.94725907,0.052740946,0
234,0,0.9008573,0.0991427,0
235,0,0.9808534,0.019146595,0
236,0,0.95694524,0.043054745,0
237,0,0.8174418,0.18255815,0
238,0,0.9476235,0.05237649,0
239,0,0.977586,0.022414027,0
240,1,0.8729833,0.12701674,0
241,0,0.89000285,0.10999715,0
242,0,0.9941177,0.00588232,0
243,0,0.88966227,0.11033776,0
244,0,0.97371554,0.026284477,0
245,0,0.91850305,0.08149693,0
246,0,0.9383554,0.061644636,0
247,0,0.8595803,0.14041972,0
248,0,0.9388375,0.061162442,0
249,0,0.9951344,0.0048656026,0
250,0,0.9625472,0.03745281,0
251,0,0.954357,0.045642987,0
252,0,0.9175643,0.08243576,0
253,0,0.9511474,0.048852604,0
254,0,0.9860917,0.013908316,0
255,0,0.9777985,0.022201493,0
256,1,0.88085145,0.11914854,0
257,0,0.9030161,0.09698394,0
258,0,0.9816679,0.018332109,0
259,0,0.88255334,0.11744666,0
260,0,0.92287713,0.07712286,0
261,0,0.9774346,0.022565404,0
262,0,0.96153784,0.03846217,0
263,0,0.88006115,0.11993887,0
264,0,0.9347609,0.0652391,0
265,0,0.951241,0.048759002,0
266,1,0.911131,0.088868946,0
267,0,0.9650308,0.034969233,0
268,1,0.91923463,0.08076536,0
269,0,0.5484236,0.4515764,0
270,0,0.96227866,0.037721317,0
271,0,0.8915817,0.10841826,0
272,0,0.8566826,0.1433174,0
273,0,0.87927455,0.12072544,0
274,0,0.9642902,0.035709824,0
275,0,0.9280211,0.071978934,0
276,0,0.9481358,0.051864196,0
277,1,0.97380567,0.026194325,0
278,0,0.91136605,0.08863398,0
279,0,0.8872105,0.112789534,0
280,0,0.90726143,0.092738576,0
281,0,0.9483964,0.051603597,0
282,1,0.96255976,0.03744025,0
283,0,0.79974717,0.20025285,0
284,0,0.9406034,0.059396632,0
285,0,0.97336507,0.026634933,0
286,0,0.98301923,0.01698078,0
287,0,0.9521574,0.04784265,0
288,1,0.9559137,0.04408625,0
289,0,0.9625808,0.037419215,0
290,0,0.97263545,0.027364543,0
291,0,0.9871965,0.012803514,0
292,0,0.99596506,0.0040349527,0
293,1,0.9891882,0.010811786,0
294,1,0.96952754,0.03047247,0
295,0,0.93605685,0.06394314,0
296,0,0.9916644,0.008335593,0
297,0,0.97738457,0.022615457,0
298,0,0.9693341,0.030665863,0
299,0,0.9860334,0.0139666395,0
300,0,0.93338084,0.06661913,0
301,0,0.8243616,0.17563838,0
302,0,0.96232545,0.037674535,0
303,0,0.9604247,0.03957529,0
304,0,0.946429,0.05357097,0
305,0,0.7236054,0.2763946,0
306,0,0.8135374,0.18646257,0
307,0,0.93866825,0.061331753,0
308,0,0.9520477,0.04795227,0
309,0,0.92544013,0.07455985,0
310,0,0.9555622,0.04443783,0
311,0,0.9161442,0.083855815,0
312,0,0.9409275,0.05907248,0
313,0,0.990875,0.009124987,0
314,0,0.97167283,0.028327148,0
315,0,0.9284109,0.07158914,0
316,1,0.97643924,0.023560783,0
317,0,0.9947997,0.0052003465,0
318,0,0.9098057,0.09019429,0
319,0,0.99891764,0.0010823755,0
320,0,0.91896677,0.08103325,0
321,0,0.8514497,0.14855027,0
322,0,0.9512873,0.048712675,0
323,1,0.923553,0.07644703,0
324,0,0.9429787,0.057021327,0
325,0,0.89275783,0.107242174,0
326,0,0.98700804,0.012991958,0
327,0,0.95137995,0.04862004,0
328,0,0.98282546,0.017174527,0
329,0,0.8071181,0.19288187,0
330,0,0.85783356,0.14216645,0
331,0,0.9749408,0.025059208,0
332,0,0.9868315,0.013168523,0
333,0,0.94929296,0.050707053,0
334,0,0.91510725,0.08489273,0
335,0,0.97506624,0.024933763,0
336,0,0.9160883,0.08391172,0
337,0,0.95910555,0.040894434,0
338,0,0.92470086,0.07529916,0
339,0,0.9649834,0.03501659,0
340,0,0.9669196,0.033080418,0
341,1,0.9335915,0.06640849,0
342,0,0.9182515,0.081748515,0
343,0,0.97156745,0.028432554,0
344,0,0.94228476,0.057715245,0
345,0,0.9572522,0.042747773,0
346,0,0.9682495,0.031750485,0
347,0,0.87807953,0.12192048,0
348,0,0.9583499,0.041650094,0
349,0,0.69026643,0.30973357,0
350,0,0.9157284,0.0842716,0
351,0,0.96045756,0.039542455,0
352,0,0.8676351,0.13236494,0
353,0,0.954466,0.045534033,0
354,0,0.93405336,0.06594665,0
355,1,0.9594245,0.040575504,0
356,0,0.9880073,0.011992663,0
357,0,0.89008784,0.109912165,0
358,0,0.9142783,0.08572165,0
359,1,0.8318542,0.1681458,0
360,1,0.7571609,0.24283908,0
361,1,0.8307249,0.16927509,0
362,1,0.9236382,0.07636178,0
363,1,0.95467556,0.045324426,0
364,0,0.86984855,0.13015145,0
365,0,0.7971486,0.20285144,0
366,0,0.8744565,0.1255435,0
367,0,0.98986715,0.010132826,0
368,0,0.88364327,0.116356716,0
369,0,0.93988657,0.060113452,0
370,0,0.952807,0.047192987,0
371,1,0.96352434,0.036475636,0
372,0,0.91344,0.08656003,0
373,0,0.9826954,0.01730461,0
374,0,0.9151928,0.08480723,0
375,0,0.9694867,0.030513315,0
376,0,0.9551966,0.044803355,0
377,0,0.9600134,0.039986588,0
378,0,0.8922428,0.107757196,0
379,0,0.9352078,0.0647922,0
380,0,0.7947258,0.20527421,0
381,0,0.96305126,0.036948726,0
382,0,0.96102643,0.03897355,0
383,0,0.95225835,0.04774166,0
384,0,0.94706976,0.05293024,0
385,0,0.87630725,0.12369278,0
386,0,0.8128094,0.1871906,0
387,0,0.96641475,0.033585235,0
388,0,0.9139223,0.08607771,0
389,0,0.9067343,0.09326572,0
390,0,0.94483906,0.055160966,0
391,0,0.9372142,0.06278583,0
392,0,0.97380674,0.026193267,0
393,0,0.9170221,0.08297786,0
394,0,0.9214821,0.078517884,0
395,0,0.9144677,0.08553233,0
396,0,0.9568961,0.043103885,0
397,1,0.98501265,0.014987333,0
398,0,0.97191936,0.028080624,0
399,0,0.9445811,0.055418897,0
400,0,0.9587635,0.041236512,0
401,0,0.96567446,0.03432553,0
402,0,0.8330779,0.16692208,0
403,0,0.90205914,0.09794085,0
404,0,0.98304546,0.016954534,0
405,0,0.9383583,0.061641723,0
406,0,0.9470582,0.052941773,0
407,0,0.8911904,0.10880956,0
408,0,0.9646679,0.035332073,0
409,1,0.9331079,0.06689208,0
410,0,0.9235153,0.076484695,0
411,0,0.9223473,0.077652685,0
412,0,0.93708026,0.06291976,0
413,0,0.96096694,0.039033033,0
414,0,0.9183913,0.0816087,0
415,0,0.9037968,0.09620321,0
416,0,0.9266201,0.073379874,0
417,0,0.86446226,0.13553773,0
418,0,0.7908772,0.20912279,0
419,0,0.9761183,0.023881687,0
420,0,0.8745734,0.12542659,0
421,0,0.9718417,0.02815828,0
422,0,0.8990575,0.10094252,0
423,1,0.94044507,0.059554927,0
424,0,0.97070104,0.029298943,0
425,0,0.6768725,0.3231275,0
426,0,0.8860426,0.113957435,0
427,0,0.8980658,0.10193421,0
428,0,0.84093034,0.15906964,0
429,0,0.7959265,0.2040735,0
430,0,0.9423709,0.057629105,0
431,0,0.93697864,0.06302134,0
432,0,0.94038296,0.05961706,0
433,0,0.9371018,0.06289821,0
434,0,0.9025985,0.097401485,0
435,0,0.98125035,0.018749667,0
436,1,0.86169916,0.13830085,0
437,0,0.96887684,0.03112317,0
438,0,0.9468042,0.05319577,0
439,0,0.80713767,0.19286233,0
440,0,0.97100353,0.028996496,0
441,0,0.8066439,0.1933561,0
442,0,0.98827237,0.011727633,0
443,1,0.94072056,0.059279468,0
444,0,0.9721254,0.02787456,0
445,0,0.9427362,0.05726378,0
446,0,0.9515262,0.048473787,0
447,0,0.9195483,0.080451734,0
448,1,0.94908917,0.05091085,0
449,0,0.9737462,0.0262538,0
450,0,0.97871196,0.021288022,0
451,0,0.9739282,0.02607176,0
452,0,0.974071,0.025928961,0
453,0,0.815426,0.18457402,0
454,0,0.95024455,0.049755476,0
455,0,0.8952203,0.10477972,0
456,0,0.93743247,0.06256755,0
457,0,0.82207865,0.17792134,0
458,0,0.794641,0.205359,0
459,1,0.94352865,0.056471348,0
460,0,0.56939375,0.43060628,0
461,0,0.92246616,0.077533856,0
462,0,0.9546523,0.04534768,0
463,0,0.96151686,0.038483154,0
464,0,0.98350424,0.016495777,0
465,0,0.9497556,0.050244365,0
466,1,0.85322124,0.14677876,0
467,0,0.73208755,0.26791245,0
468,0,0.9694429,0.030557116,0
469,0,0.9055025,0.09449751,0
470,0,0.8122951,0.18770492,0
471,0,0.89186954,0.10813047,0
472,0,0.951112,0.04888802,0
473,0,0.96913886,0.03086115,0
474,0,0.95367014,0.046329852,0
475,0,0.94592774,0.05407224,0
476,0,0.9355849,0.06441512,0
477,0,0.9006595,0.099340506,0
478,1,0.82634616,0.17365387,0
479,1,0.94667387,0.05332614,0
480,0,0.93225694,0.067743085,0
481,0,0.98751134,0.012488665,0
482,0,0.9322106,0.06778935,0
483,0,0.89889586,0.101104155,0
484,0,0.7596957,0.2403043,0
485,0,0.9578236,0.04217642,0
486,0,0.9663992,0.0336008,0
487,0,0.8733913,0.1266087,0
488,0,0.9468812,0.05311885,0
489,0,0.9595212,0.040478826,0
490,0,0.92078817,0.0792118,0
491,1,0.60388947,0.39611056,0
492,0,0.7876182,0.2123818,0
493,0,0.9063157,0.09368429,0
494,0,0.9542985,0.045701504,0
495,0,0.91029733,0.08970265,0
496,0,0.9593391,0.04066094,0
497,1,0.9231998,0.07680024,0
498,0,0.6826706,0.3173294,0
499,0,0.75151026,0.24848974,0
500,0,0.92685604,0.07314394,0
501,0,0.95216084,0.047839142,0
502,0,0.9163476,0.08365236,0
503,0,0.92349005,0.07650996,0
504,0,0.95320666,0.046793323,0
505,1,0.90841675,0.09158323,0
506,0,0.95196575,0.048034243,0
507,0,0.8574794,0.14252059,0
508,0,0.9164085,0.08359154,0
509,0,0.9195818,0.08041824,0
510,0,0.9839279,0.01607211,0
511,0,0.9052841,0.094715886,0
512,0,0.9428138,0.057186205,0
513,0,0.9344517,0.065548286,0
514,0,0.9863908,0.013609142,0
515,0,0.93397593,0.06602407,0
516,0,0.92219454,0.07780545,0
517,0,0.94035214,0.059647847,0
518,0,0.959739,0.040260993,0
519,1,0.64029264,0.35970733,0
520,0,0.9309621,0.069037914,0
521,0,0.9423205,0.057679486,0
522,0,0.92573166,0.07426831,0
523,1,0.8484781,0.15152195,0
524,0,0.98755085,0.012449161,0
525,0,0.9632376,0.036762435,0
526,0,0.8024872,0.1975128,0
527,0,0.92629534,0.07370464,0
528,0,0.8353901,0.16460988,0
529,0,0.95610225,0.043897733,0
530,0,0.9422376,0.05776238,0
531,1,0.9454913,0.054508694,0
532,1,0.9212155,0.07878452,0
533,0,0.94834644,0.051653557,0
534,0,0.95092154,0.049078453,0
535,0,0.9057994,0.09420058,0
536,0,0.9637783,0.036221664,0
537,0,0.92717284,0.07282717,0
538,0,0.8292489,0.17075111,0
539,0,0.9336443,0.06635569,0
540,0,0.9901017,0.009898293,0
541,0,0.91066283,0.089337185,0
542,1,0.8988322,0.10116782,0
543,0,0.8153314,0.18466862,0
544,0,0.93929017,0.060709827,0
545,0,0.9702615,0.029738512,0
546,0,0.94541734,0.05458265,0
547,0,0.93278664,0.06721337,0
548,0,0.9364553,0.063544706,0
549,0,0.77903724,0.22096278,0
550,1,0.9013175,0.09868249,0
551,0,0.90896356,0.091036454,0
552,0,0.94993126,0.05006872,0
553,0,0.95924795,0.040752076,0
554,0,0.93732905,0.06267092,0
555,0,0.9772415,0.022758508,0
556,0,0.97016937,0.029830612,0
557,0,0.9886592,0.011340812,0
558,0,0.94726014,0.052739847,0
559,0,0.96502596,0.03497406,0
560,0,0.9667659,0.033234145,0
561,0,0.88128674,0.11871327,0
562,0,0.8269252,0.17307478,0
563,1,0.9451868,0.05481323,0
564,0,0.9796034,0.02039656,0
565,0,0.96761876,0.03238126,0
566,0,0.9397257,0.06027433,0
567,0,0.8440032,0.15599681,0
568,0,0.96722746,0.032772545,0
569,0,0.8037658,0.19623421,0
570,0,0.939228,0.060771998,0
571,0,0.94702274,0.052977264,0
572,0,0.9946548,0.0053452207,0
573,0,0.9347869,0.065213114,0
574,0,0.972021,0.02797904,0
575,0,0.9479566,0.052043367,0
576,0,0.93916476,0.060835216,0
577,1,0.9431024,0.056897588,0
578,0,0.9709812,0.029018823,0
579,0,0.9558169,0.044183068,0
580,0,0.9441282,0.05587177,0
581,0,0.92985433,0.07014569,0
582,0,0.8601271,0.13987292,0
583,0,0.9279302,0.0720698,0
584,0,0.99694765,0.0030523357,0
585,0,0.8938663,0.10613373,0
586,0,0.9952368,0.0047631883,0
587,1,0.91364264,0.086357385,0
588,0,0.93759453,0.06240549,0
589,0,0.9476251,0.05237488,0
590,0,0.8898987,0.11010126,0
591,0,0.9774454,0.02255459,0
592,0,0.8713533,0.12864669,0
593,0,0.9513884,0.048611607,0
594,0,0.9709506,0.02904942,0
595,0,0.97202474,0.027975237,0
596,0,0.98071885,0.019281136,0
597,1,0.8725931,0.12740691,0
598,0,0.82707036,0.17292963,0
599,0,0.8580816,0.14191842,0
600,0,0.96106803,0.03893195,0
601,0,0.854302,0.14569801,0
602,0,0.81983507,0.18016496,0
603,0,0.92732877,0.07267126,0
604,0,0.84085387,0.15914614,0
605,0,0.9672139,0.032786086,0
606,0,0.89996636,0.100033626,0
607,0,0.837226,0.16277404,0
608,0,0.9648064,0.03519363,0
609,0,0.9301202,0.0698798,0
610,0,0.7696604,0.23033957,0
611,0,0.976754,0.02324598,0
612,1,0.8209245,0.17907545,0
613,0,0.96981066,0.030189363,0
614,0,0.93342507,0.06657495,0
615,0,0.9267193,0.073280714,0
616,0,0.9531155,0.04688447,0
617,0,0.84951913,0.15048084,0
618,0,0.88455135,0.11544865,0
619,0,0.9621929,0.03780712,0
620,0,0.95901597,0.04098403,0
621,0,0.9525773,0.047422685,0
622,0,0.94806755,0.05193245,0
623,0,0.93610734,0.063892685,0
624,1,0.9447952,0.05520483,0
625,0,0.9289201,0.0710799,0
626,0,0.97862095,0.021379046,0
627,0,0.9202981,0.0797019,0
628,1,0.88697743,0.11302255,0
629,0,0.8394694,0.16053064,0
630,0,0.8787875,0.121212475,0
631,0,0.90514237,0.09485765,0
632,0,0.8837251,0.116274916,0
633,0,0.972392,0.027607964,0
634,0,0.931542,0.068458006,0
635,0,0.9824916,0.017508393,0
636,0,0.96689147,0.03310854,0
637,0,0.9195411,0.080458894,0
638,0,0.9915157,0.008484312,0
639,0,0.9533385,0.04666148,0
640,0,0.9458096,0.054190423,0
641,0,0.87309283,0.12690718,0
642,0,0.74943745,0.25056255,0
643,1,0.93988144,0.060118567,0
644,0,0.9164014,0.083598614,0
645,0,0.984492,0.01550797,0
646,0,0.93152004,0.06847995,0
647,0,0.9715036,0.028496379,0
648,0,0.8697095,0.13029052,0
649,0,0.8335685,0.1664315,0
650,0,0.8593979,0.14060214,0
651,0,0.95391333,0.046086658,0
652,0,0.94691944,0.05308053,0
653,0,0.9482828,0.051717233,0
654,0,0.92440534,0.07559467,0
655,0,0.902367,0.09763303,0
656,0,0.9678961,0.032103885,0
657,0,0.9864158,0.013584169,0
658,0,0.9484904,0.051509615,0
659,1,0.95301056,0.046989467,0
660,0,0.9510191,0.048980866,0
661,0,0.9883685,0.011631513,0
662,0,0.9139721,0.08602791,0
663,0,0.94066155,0.059338447,0
664,0,0.8883394,0.1116606,0
665,0,0.92338544,0.07661458,0
666,0,0.97723454,0.02276544,0
667,0,0.9814554,0.01854459,0
668,0,0.9770304,0.022969574,0
669,0,0.95032984,0.049670145,0
670,0,0.9434286,0.05657143,0
671,0,0.9177556,0.08224442,0
672,0,0.9529054,0.047094554,0
673,0,0.94073975,0.059260238,0
674,0,0.95863235,0.041367628,0
675,0,0.8292379,0.17076214,0
676,0,0.9704732,0.029526839,0
677,0,0.9793827,0.02061732,0
678,0,0.9215357,0.07846432,0
679,0,0.90646136,0.09353865,0
680,0,0.98452055,0.015479459,0
681,0,0.9611001,0.038899895,0
682,0,0.93624717,0.06375282,0
683,0,0.9504317,0.049568284,0
684,0,0.9369336,0.06306644,0
685,0,0.9677633,0.03223668,0
686,0,0.9766911,0.023308875,0
687,0,0.96440285,0.035597134,0
688,0,0.92359143,0.07640858,0
689,0,0.8980781,0.10192192,0
690,0,0.9371202,0.06287983,0
691,0,0.81895494,0.18104506,0
692,0,0.9907086,0.009291406,0
693,0,0.9692244,0.030775607,0
694,0,0.9492513,0.050748717,0
695,1,0.8368665,0.16313352,0
696,0,0.9427165,0.057283502,0
697,0,0.8395705,0.1604295,0
698,0,0.94552535,0.054474644,0
699,0,0.95803106,0.041968957,0
700,0,0.9348908,0.065109216,0
701,0,0.95506984,0.044930182,0
702,0,0.94120365,0.05879633,0
703,0,0.9566269,0.04337309,0
704,0,0.9472555,0.05274452,0
705,0,0.9473994,0.052600652,0
706,0,0.908129,0.09187099,0
707,0,0.9914666,0.008533423,0
708,0,0.92708915,0.072910845,0
709,0,0.938699,0.061300974,0
710,0,0.9623272,0.03767284,0
711,0,0.8912178,0.10878219,0
712,0,0.94419664,0.05580335,0
713,0,0.917152,0.08284801,0
714,0,0.98718584,0.012814167,0
715,0,0.9558039,0.04419616,0
716,0,0.79589534,0.20410465,0
717,1,0.9561425,0.04385751,0
718,0,0.9429401,0.057059903,0
719,0,0.9786474,0.021352569,0
720,0,0.8833914,0.11660863,0
721,0,0.9531449,0.04685507,0
722,0,0.9184322,0.08156781,0
723,0,0.8431566,0.15684342,0
724,0,0.863293,0.13670702,0
725,0,0.94736826,0.052631754,0
726,0,0.85905874,0.14094128,0
727,0,0.9563937,0.043606255,0
728,0,0.9129914,0.0870086,0
729,0,0.95984596,0.04015403,0
730,0,0.9342739,0.06572612,0
731,0,0.96535283,0.034647193,0
732,0,0.9441559,0.05584412,0
733,0,0.8771659,0.122834116,0
734,0,0.955006,0.04499401,0
735,0,0.94936997,0.050630033,0
736,0,0.980294,0.019705994,0
737,0,0.96430564,0.03569437,0
738,0,0.9813867,0.018613271,0
739,0,0.9520186,0.04798135,0
740,0,0.9928287,0.007171247,0
741,0,0.9776639,0.022336103,0
742,0,0.7809243,0.2190757,0
743,0,0.9287848,0.071215235,0
744,0,0.93300533,0.06699465,0
745,0,0.7898122,0.21018782,0
746,0,0.96009433,0.03990568,0
747,0,0.91777253,0.08222744,0
748,0,0.9265919,0.073408104,0
749,0,0.99421126,0.005788753,0
750,0,0.93827665,0.061723378,0
751,0,0.9402999,0.05970009,0
752,0,0.9395055,0.060494486,0
753,0,0.8890418,0.11095824,0
754,1,0.90084225,0.09915776,0
755,0,0.97515845,0.024841577,0
756,0,0.8654307,0.13456929,0
757,0,0.9256616,0.07433836,0
758,0,0.83004016,0.16995984,0
759,0,0.8286281,0.17137188,0
760,0,0.9783326,0.021667438,0
761,1,0.8869998,0.113000214,0
762,0,0.98719686,0.012803157,0
763,0,0.79132205,0.20867796,0
764,0,0.73031014,0.26968986,0
765,0,0.9380376,0.061962426,0
766,0,0.7664343,0.23356566,0
767,0,0.9428803,0.057119723,0
768,0,0.89554626,0.10445375,0
769,0,0.94953835,0.050461628,0
770,0,0.9732378,0.026762165,0
771,0,0.8873103,0.11268967,0
772,0,0.9097544,0.090245575,0
773,0,0.94045,0.059549984,0
774,0,0.7922717,0.20772833,0
775,0,0.8903263,0.109673664,0
